author,published_at,updated_at,like_count,text
@boofedaf,2025-01-19T02:13:28Z,2025-01-19T02:13:28Z,0,People calling this either the worst movie or really good <br>So is it mid
@drewski1441,2025-01-19T00:36:38Z,2025-01-19T00:36:38Z,1,"Total Trash Movie,  I rate it 7 Rotten Tomatoes 👎 Waste of time. New crop of Horror movie writers are lacking in imagination."
@aminechtioui3106,2025-01-18T23:45:39Z,2025-01-18T23:45:39Z,2,The Last voyage of the dimiter is way better
@Bobby8451,2025-01-18T23:45:05Z,2025-01-18T23:45:05Z,1,People who lived back in 1922 are rolling in their Graves pissed off that this didn&#39;t come out sooner.....like 100 urs ago sooner.
@kristi.s9922,2025-01-18T23:25:02Z,2025-01-18T23:25:02Z,1,"I think Hoult wasn&#39;t the right casting for the movie, nor Aaron -Taylor Johnson. Male casting was half/half. Female casting on the other hand... million dollar baby. Critiqe to Eggers, not the actors."
@lennon1252,2025-01-18T23:13:23Z,2025-01-18T23:13:23Z,0,Stupid movie
@mik5716,2025-01-18T22:19:50Z,2025-01-18T22:19:50Z,2,this sh was ass!
@bejbyboy,2025-01-18T20:38:23Z,2025-01-18T20:38:23Z,4,"Great acting, amazing music, multiple scary scenes, incredible atmosphere…I recommend"
@aurorachavarria123,2025-01-18T17:59:07Z,2025-01-18T17:59:07Z,0,This feels like more of a remake of Bram Strokers Dracula
@ceejroberts8900,2025-01-18T15:59:19Z,2025-01-18T15:59:19Z,2,Just saw this. It absolutely sucked. And there&#39;s no monsters 😂😂
@Hugh_Morris,2025-01-18T14:26:11Z,2025-01-18T14:26:11Z,1,Watched it yesterday. Incredible work
@Actually_TedK,2025-01-18T06:08:34Z,2025-01-18T06:08:34Z,0,"Can’t wait to see this for my birthday tomorrow! (My non horror fan parents are going with me and it’s going to traumatize them, kinda worried lol)"
@novendykwichandra8726,2025-01-18T05:46:05Z,2025-01-18T05:46:05Z,0,"I just wonder, why did it say &quot;this christmas&quot;? You intentionally match this film about dark power with a christian event that really has differences like black and white. I am not saying people can not watch this movie, but im saying give respect to Christians. Christmas is about the Light coming to this world and to mankind to shine in the darkness..it is not about some demon coming and taking hostile of men like in the movie.. Again, If you want to do a promotion stuffs, give respect not just to Christians but to any people"
@williamgiersdorf577,2025-01-18T05:16:09Z,2025-01-18T05:16:09Z,1,looks like someone tried to do a remake of Bram Stoker&#39;s Dracula.
@tattoo1eg,2025-01-18T04:19:03Z,2025-01-18T04:20:18Z,3,Just watched it. The worst wanna be horror  movie in 20 years
@ryangaff8968,2025-01-18T03:33:47Z,2025-01-18T03:33:47Z,0,This is a remake im down with cause its from like 100 years ago not 5😂
@AIBard-pk5bs,2025-01-18T02:09:55Z,2025-01-18T02:09:55Z,1,Draculas are romantic
@scoobydoo316us,2025-01-17T22:58:33Z,2025-01-17T22:58:33Z,2,Looks like more about the girl than the vampire
@bogdanvelica,2025-01-17T22:51:00Z,2025-01-17T22:51:00Z,2,Saw it in the cinema... I don&#39;t regret paying for it. It was awesome!
@christheboss9044,2025-01-17T22:02:44Z,2025-01-17T22:02:44Z,8,"I just watched this movie, and I can confidentially say the trailer is so much cooler than the actual movie."
@bgrg,2025-01-17T21:50:56Z,2025-01-17T21:50:56Z,2,just watched the movie. they could have explored the story a bit more and made it a 2 part movie
@ardaasina4303,2025-01-17T20:42:24Z,2025-01-17T20:42:24Z,0,Harika film
@zehra4564,2025-01-17T19:49:37Z,2025-01-17T19:49:37Z,0,(1992) Dracula 😊
@harlam7830,2025-01-17T19:20:30Z,2025-01-17T19:20:30Z,1,"Not so scary, but atmospheric ."
@cmagnusnorthfleet981,2025-01-17T15:59:11Z,2025-01-17T15:59:11Z,2,"The ghoulish, evil and horrifying story of Nosferatu is I think very similar to the incoming Trump admin. Just saying..........."
@lukee5875,2025-01-17T14:58:26Z,2025-01-17T14:58:26Z,2,Don&#39;t waste your time it&#39;s absolutely shit
@Muscle_freak29,2025-01-17T14:00:33Z,2025-01-17T14:00:33Z,2,Best mocie ever
@MuhammadIsTheMan-3,2025-01-17T13:22:46Z,2025-01-17T13:22:46Z,0,Its greek for a fxxxxing hate cornell
@MuhammadIsTheMan-3,2025-01-17T13:17:36Z,2025-01-17T13:17:36Z,0,Shall i show you my enemity as well.
@myrelmunez2672,2025-01-17T12:00:51Z,2025-01-17T12:00:51Z,0,wow i was so amazed but i like it so much grrr!!! hngggg
