author,published_at,updated_at,like_count,text
@THEDOORIZCLOSED,2024-04-27T12:04:16Z,2024-04-27T12:04:16Z,0,"I know nothing ab the books, they are hard to read but i loveeeee the movies and i never want them to end even tho i know they will😢 Love the cast. Just spot on. Havent seen a trilogy this epic since LOTR honestly"
@motivationalvideos37420,2024-04-27T10:20:46Z,2024-04-27T10:20:46Z,2,"WELL THE MOVIE WAS WEAK COMPARED TO THE FIRST PART, SO MUCH POTENTIAL WASTED IN PART TWO"
@Colibrilibra,2024-04-27T07:21:27Z,2024-04-27T07:21:27Z,1,Interesting. I know muslims believe and are waiting for the arrival of Mahdi. A men from the lineage of Prophet who will establish justice on the earth and bring peace globally. <br><br>The movie is 11/10 <br><br>Фильм пушка
@RANDOMTEENAGER-ko9ci,2024-04-26T00:49:26Z,2024-04-26T00:49:26Z,0,YES SIR THIS MOVIE LOOKS GREAT but I keep hearing &quot;Come get your dinner&quot;....
@TheBeaverFiles,2024-04-25T20:19:37Z,2024-04-25T20:19:37Z,1,"I saw this movie last week and I gotta say, besides Deadpool and Wolverine I think this will be Warner Bros’ year! GxK, Joker 2 in a few months and now this! Three masterpieces in a year from a company I didn’t think could pull it off, good job guys!"
@cheese43947,2024-04-24T20:52:41Z,2024-04-24T20:52:41Z,0,Dune books vs dune movies<br>Movies: what do you mean paul was never a priest🤓<br>Book: PAUL DISGUISED AS A PRIEST THEN GETS STABBED BY DEATH BY HIS FELLOW PRIESTS
@shani4120,2024-04-24T16:26:05Z,2024-04-24T16:26:05Z,1,"I really wanted to love it... the first movie was great, unfortunately that one was too long and boring... hopefully, the third will be better."
@lotuspocus76312,2024-04-24T11:54:43Z,2024-04-24T11:54:43Z,0,The mother of Paul is my ultimate faborite. 😬💕
@inkozola,2024-04-23T21:55:05Z,2024-04-23T21:55:05Z,2,"FOR WOMEN:<br><br>Love holds little value for men. They pursue it only in times of vulnerability.<br>Men crave POWER above all else.<br>DO NOT sacrifice everything for a man.<br>BE EMPOWERED, be bold, be resilient. 😠"
@Taikeru,2024-04-23T10:08:37Z,2024-04-23T10:08:37Z,1,"Man I love denis Villeneuve. One of the few directors that loves his story’s so much, that he’s just perfecting the storyline. I believe there couldn’t be anyone else who would have mastered that movie so well"
@UR2Compliant,2024-04-23T02:24:48Z,2024-04-23T02:24:48Z,4,"Star wars, in sand."
@weeeeee-bh4hg,2024-04-22T21:05:49Z,2024-04-22T21:05:49Z,0,Joderowski
@weeeeee-bh4hg,2024-04-22T21:04:51Z,2024-04-22T21:04:51Z,2,Still not sold on going to see it.
@razzakksa,2024-04-22T20:09:17Z,2024-04-22T20:09:17Z,0,"⁠I am from Saudi Arabia, the harsh weather conditions here enriches a deep rooted spiritual longing among people. Islam promise of eternal paradise &quot;وجنات تجري من تحتها الانهار” which literally translates to “Paradise forests where rivers flow under it” here where there are no rivers in the Arabian peninsula and very scarce water sources. I think this movie captures a bit of the essence of the spiritual longing of the Arabs and their cry for life and what gave them the strength to conquer the world during the Islamic conquest."
@anna_pham,2024-04-22T17:04:55Z,2024-04-22T17:05:18Z,0,I have seen this movie more than 5 times in Imax and it&#39;s worth every penny ❤
@Antonin1738,2024-04-22T15:28:39Z,2024-04-22T15:28:39Z,3,Lisan Al-Gaib!
@kulvindersingh9667,2024-04-21T09:30:34Z,2024-04-21T09:30:34Z,0,This movie is Manny mistakes
@kulvindersingh9667,2024-04-21T09:29:24Z,2024-04-21T09:29:24Z,1,The creator of the movie wanted to be for little kids but this movie is awesome ❤❤❤
@kulvindersingh9667,2024-04-21T09:23:49Z,2024-04-21T09:23:49Z,1,Is movie me itni mistakes hai ki kaya batau <br>But movie is good <br>Acting is good for all characters
@LPVPisFr33,2024-04-21T06:25:29Z,2024-04-21T06:25:29Z,1,"I&#39;ve been traveling cross country in my RV so I missed it when it came out. I saw the 1st in theater and I was blown away saw this one on my 52&#39;&#39; TV. Not the same of course but what an amazing movie.<br>I enjoyed being lost in the world, the costume, the music, the acting, everything was amazing. I know it got flack from those who read the book, I haven&#39;t, probably why I liked it.<br>I look forward to seeing the conclusion of this story."
@kestonkazuko7574,2024-04-21T02:47:20Z,2024-04-21T02:47:43Z,2,"The only thing I regret about watching this film, is that I didn’t watch it in the cinema. It’s a masterpiece I hope is brought back to cinemas so I can see it on the big screen. 😭 I loved it so much"
@Stizzymac88,2024-04-20T21:08:11Z,2024-04-20T21:08:24Z,0,A movie that take place in the desert before sunscreen with no black folk yes this is super believable
@SINKARATE,2024-04-20T19:53:53Z,2024-04-20T19:53:53Z,0,Right here 1979
@misioyoggi,2024-04-20T12:14:39Z,2024-04-20T12:14:39Z,1,masterpiece
@barfridman,2024-04-20T11:54:30Z,2024-04-20T11:54:30Z,1,I just noticed that the water of life in this trailer are transparent instead of blue
@Sirskiino147,2024-04-20T07:44:24Z,2024-04-20T07:44:24Z,2,2 hour movie with a hour and a half of talking
@sim-sam,2024-04-20T07:27:16Z,2024-04-20T07:27:16Z,1,"Part 2: Was in Cinema and exited bored, unsatisfied and will not return for part 3, if ever there will be one. <br>All in all: Missed opportunity to write history, dissapointed cut and script, unconnected actors to their roles. A rush-job, as they say, pretty but without any value."
@thetransferaccount4586,2024-04-20T02:33:36Z,2024-04-20T02:33:36Z,2,nah it was mid
@BerojgarAadmiUK04,2024-04-19T22:13:20Z,2024-04-19T22:13:20Z,0,Lagta hai aisi movies mere liye nahi bani ending kuch samjhme he nahi aati mere toh
@jakeringold1,2024-04-19T20:39:18Z,2024-04-19T20:39:18Z,1,"Absolutely loved Dune pt1 and 2 but I gotta ask, why is it that they released the Dune pt2 trailer in IMAX(full screen format) but when they release the film in digital it’s in the normal theatrical(letterbox) style?? I wanna experience those IMAX shots again! Someone please explain and or tell me how I can find an IMAX cut of the film to watch at home!"
@Vishnureddy997,2024-04-19T19:54:51Z,2024-04-19T19:55:15Z,0,The ending title card literally made my soul leave my body and into Denis Villeneivu&#39;s world of cinematography 😮😮😮😮😮
@JamesPaterson-j1s,2024-04-19T18:03:28Z,2024-04-19T18:03:28Z,2,They are starting to ruin one of my favorite stories of all times. They did not stick to the original story line at all. Focused more on his girl then on the main character. And they neglected to show the original fight seen. He destroyed the harconen not the other way around as was shown in the final fight seen. Great graphics is pretty much all I can say. If the 3rd part does not get back to its original story line I doubt many true fans of the book will call it a good movie. The first one was great. I can not say the same for the second part. They will destroy this movie just like they did to the Dark Tower movie. because of the graphics I give it a 9. but because they did not stay true to the story including the fact that his lets call her wife received more attention and they changed her character completely from agreeing with him all the way and giving her a role that was never mentioned in the books it drops down to a. I am so dissapointed. The best on screen version of this series was the sci fi channel series.
@shamrock141,2024-04-19T14:22:57Z,2024-04-19T14:22:57Z,5,"Masterpiece of a movie, one of the best science fiction stories ever told on paper and now on film. Every aspect of these films was crafted with precision and care"
@KishanKumar-hn8ow,2024-04-19T08:27:29Z,2024-04-19T08:27:29Z,2,Overacting ke 50rs kaat iske
@thehumbleone1030,2024-04-19T04:33:14Z,2024-04-19T04:33:14Z,0,What about his girlfriend??? Does he really gonna do her like that?? Someone explain plz😢
@VincYYd7ie,2024-04-19T03:13:46Z,2024-04-19T03:13:46Z,0,Anyone Kno meaning of “ let thy knife chip then Shatter “ any help Appreciated ❤
@LashanR,2024-04-18T22:46:53Z,2024-04-18T22:46:53Z,0,I&#39;m so glad I didn&#39;t watch any of these trailers before seeing the movie in Imax
@kelvinmonari5512,2024-04-18T16:52:18Z,2024-04-18T16:52:18Z,1,"&quot; I am Paul Muad&#39;Dib Atreides, Duke of Arrakis. The Hand of God be my witness, I am the Voice from the Outer World! I will lead you to PARADISE!&quot;🥶🥶🥶"
@ruslanrojtberg3074,2024-04-18T16:48:15Z,2024-04-18T16:48:15Z,4,"The second part is real diarrhea.  The third one may not be removed.  Nobody will watch such nonsense.  Pointless dialogues.  Half the film is in the language of diarrhea.  The suits are powered by anti-gravity engines, while the aircraft is powered by vortex engines.  It&#39;s like using a lazar and a stone hoe from the primeval world at the same time.  Whoever wrote the script is not very smart or is on drugs.  The film&#39;s rating is below rock bottom.👎"
@spiegelmann82,2024-04-18T15:08:57Z,2024-04-18T15:08:57Z,2,This trailer looks like a fan made it in 2 day
@rohitkarapu174,2024-04-18T08:50:14Z,2024-04-18T08:50:14Z,0,🔥 ❤⚡️
@BiztosAngol,2024-04-17T22:14:55Z,2024-04-17T22:14:55Z,3,The most boring movie I have ever watched. What’s the hype over this? Raised by wolves was much better.
@GregJoshuaW,2024-04-17T03:56:56Z,2024-04-17T03:56:56Z,1,"This was much better than the first movie, powerful antogonists driving the plot. The first time I saw it, I thought I recognized Feyd-Rautha Harkonnen, just something familiar about him. Then I realized, Jesse Eisenberg. I thought his portrayal was inspired and genius. When I learned it was Austin Butler, I couldn&#39;t believe how similar they both look with no hair... freakin weird man... like twins."
@adolfoacostaaa,2024-04-17T02:40:47Z,2024-04-17T02:40:47Z,1,This trailer gives me goosebumps every time
