author,published_at,updated_at,like_count,text
@MichaelBeeny,2024-02-28T01:18:36Z,2024-02-28T01:18:36Z,0,Yawn.
@dwisamuri5600,2024-02-28T00:46:38Z,2024-02-28T00:46:38Z,0,"Like watch golden era of 80 90 movies, it&#39;s kind make me felt like Edward scissors hands movie"
@morgansands,2024-02-28T00:36:36Z,2024-02-28T00:36:36Z,1,I just watched this movie . It was okay. A better real / origional1990&#39;s movie is Frankenhooker . The trailer and outtake scenes are here on YouTube . Frankenhooker is much more fun :)
@travelerworld4212,2024-02-27T22:14:24Z,2024-02-27T22:14:24Z,1,When it looks and smells like shit : it is !
@0oTornado,2024-02-27T20:51:19Z,2024-02-27T20:51:19Z,0,Time for some teenager love issues drama. Its like we dont have enough issues in our real life.
@danieldeaseweitzelwalker,2024-02-27T13:59:12Z,2024-02-27T13:59:12Z,2,&quot;Does he have more of a basketball bod or a football bod?&quot;<br>&quot;He has a dead bod.&quot;<br>&quot;A dad bod!?&quot;
@ShannonDmello,2024-02-27T10:40:40Z,2024-02-27T10:40:40Z,0,<b>JESUS CHRIST IS COMING! REPENT! WHILE THERE IS STILL TIME!</b> !!!
@briennafields2638,2024-02-27T08:23:58Z,2024-02-27T08:24:05Z,0,"Frankenstein definitely should’ve been Johnny depp, good actor though"
@paulrenes.padilla8595,2024-02-27T03:56:23Z,2024-02-27T03:56:23Z,1,It&#39;s directed by the daughter of Robin Williams?
@EggfryedRicee,2024-02-26T16:51:20Z,2024-02-26T16:51:20Z,0,I love this movie it’s too funny
@CharlieBaerr,2024-02-26T16:41:30Z,2024-02-26T16:41:30Z,0,This movie was so fkin weird 😂😂
@edududulives,2024-02-26T03:53:10Z,2024-02-26T03:53:10Z,0,Please send this movie to Brazil in Cinema please 🙏🙏🙏
@derespektan3980,2024-02-25T23:22:47Z,2024-02-25T23:22:47Z,0,This is a good ol&#39; 80&#39;s movie.
@RAMazenko,2024-02-25T20:43:45Z,2024-02-25T20:43:45Z,0,Loved it !!
@hannahestes4171,2024-02-25T17:23:53Z,2024-02-25T17:23:53Z,0,This is the original Heathers meets Beetlejuice 😍
@yuyu-f3r,2024-02-25T12:16:35Z,2024-02-25T12:16:35Z,0,lizaaaa
@catedoge3206,2024-02-25T10:03:44Z,2024-02-25T10:03:44Z,1,Wednesday + 80s + Warm Bodies + Carrie.
@1800LL,2024-02-25T09:58:04Z,2024-02-25T09:58:04Z,2,This was prob the worst movie I’ve seen in a long while
@kizmoko1739,2024-02-25T07:11:36Z,2024-02-25T07:11:36Z,0,"I thought the protagonist will be Lisa Soberano because of the title but she&#39;s just a side character <a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a>"
